Fundulus_relictus	red	actinops2
Fundulus_heteroclitus_heteroclitus	red	actinops2
Fundulus_grandis	red	actinops2
Fundulus_jenkinsi	red	actinops2
Fundulus_pulvereus	red	actinops2
Fundulus_confluentus	red	actinops2
Fundulus_bifax	red	actinops2
Fundulus_stellifer	red	actinops2
Fundulus_catenatus	red	actinops2
Fundulus_diaphanus_diaphanus	red	actinops2
Fundulus_waccamensis	red	actinops2
Fundulus_rathbuni	red	actinops2
Fundulus_seminolis	red	actinops2
Fundulus_julisia	red	actinops2
Fundulus_similis	red	actinops2
Fundulus_majalis	red	actinops2
Fundulus_escambiae	red	actinops2
Fundulus_nottii	red	actinops2
Fundulus_lineolatus	red	actinops2
Fundulus_dispar	red	actinops2
Fundulus_olivaceus	red	actinops2
Fundulus_euryzonus	red	actinops2
Fundulus_notatus	red	actinops2
Fundulus_cingulatus	red	actinops2
Fundulus_rubrifrons	red	actinops2
Fundulus_luciae	red	actinops2
Fundulus_zebrinus	red	actinops2
Fundulus_kansae	red	actinops2
Fundulus_sciadicus	red	actinops2
Lucania_goodei	red	actinops2
Fundulus_lima	red	actinops2
Allotoca_diazi	red	actinops2
Allotoca_meeki	red	actinops2
Allotoca_catarinae	red	actinops2
Allotoca_zacapuensis	red	actinops2
Allotoca_dugesii	red	actinops2
Allotoca_goslinei	red	actinops2
Allotoca_maculata	red	actinops2
Allotoca_regalis	red	actinops2
Skiffia_multipunctata	red	actinops2
Skiffia_francesae	red	actinops2
Skiffia_lermae	red	actinops2
Hubbsina_turneri	red	actinops2
Skiffia_bilineata	red	actinops2
Girardinichthys_viviparus	red	actinops2
Girardinichthys_multiradiatus	red	actinops2
Ataeniobius_toweri	red	actinops2
Chapalichthys_pardalis	red	actinops2
Chapalichthys_encaustus	red	actinops2
Xenotoca_variata	red	actinops2
Alloophorus_robustus	red	actinops2
Zoogoneticus_quitzeoensis	red	actinops2
Zoogoneticus_tequila	red	actinops2
Xenoophorus_captivus	red	actinops2
Xenotoca_melanosoma	red	actinops2
Xenotoca_eiseni	red	actinops2
Goodea_gracilis	red	actinops2
Goodea_atripinnis	red	actinops2
Allodontichthys_hubbsi	red	actinops2
Allodontichthys_tamazulae	red	actinops2
Allodontichthys_polylepis	red	actinops2
Allodontichthys_zonistius	red	actinops2
Xenotaenia_resolanae	red	actinops2
Ilyodon_xantusi	red	actinops2
Ilyodon_furcidens	red	actinops2
Ilyodon_whitei	red	actinops2
Ameca_splendens	red	actinops2
Characodon_audax	red	actinops2
Characodon_lateralis	red	actinops2
Empetrichthys_latos_latos	red	actinops2
Crenichthys_baileyi_baileyi	red	actinops2
Profundulus_candalarius	red	actinops2
Profundulus_labialis	red	actinops2
Profundulus_portillorum	red	actinops2
Profundulus_hildebrandi	red	actinops2
Profundulus_punctatus	red	actinops2
Profundulus_oaxacae	red	actinops2
Profundulus_guatemalensis	red	actinops2
Aphanius_mesopotamicus	red	actinops2
Aphanius_sophiae	red	actinops2
Aphanius_arakensis	red	actinops2
Aphanius_farsicus	red	actinops2
